"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","block","wave","wave_1","wave_2","region","mhhinc_tiers","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","northeast","midwest","south"
"28",28,"2020-10-03",47621498,2005808,25,0.00296575148343967,-0.142222731646151,-0.107200975966717,0.00428125352236657,-0.12623103947745,0.0671263305609682,-0.085234031419389,0.0344240860669737,-0.00142685610469427,0.0836332618922412,-0.0898907384214151,-0.0329568855618445,0.0049161963927588,0.020358417597181,-0.0164847362079489,-0.161586664994802,-0.145093965632992,-0.00970301254293264,0.0793299057890984,0.345692575801155,-0.296410115159165,0.0350180631260728,0.0300125194908876,-0.121402131408097,-0.12457365617185,0.210126461564257,-0.376372576979573,0.1286948484489,-0.0336148670898686,0.178907673555996,0.0505027756078086,-0.266921515946325,0.131747119903592,0.141028509341852,-0.308768568451512,0.126790628532393,-0.0217231506842079,0.0910377224546771,-0.0772643853513564,-0.182377852279858,-0.108037069051626,-0.302071612114586,0.0409617401377737,0.111412632306573,0.266312775460381,-0.13888299720234,-0.165891356615729,-0.120794306060105,2233315,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"29",29,"2020-10-10",49854813,2233315,25,0.0204998440794867,-0.175921976417354,-0.172204646272959,0.0557626724454133,-0.141202107445848,0.0704250008846274,-0.0886407301043197,0.0335520671979443,-0.0548851891519292,0.119975011409572,0.0684758455373396,-0.0533077995812233,0.0543313830402956,-0.0437509539092442,-0.0467339415928679,-0.178324321831139,-0.119930556314717,-0.0570592156513364,0.177274405444747,0.290710114234088,-0.277263508670684,0.209193475478473,-0.0453616245426933,-0.119559404461867,-0.179703846316772,0.20303587856416,-0.212864870616734,0.0640844330949591,-0.0296156482549564,-0.0587042661532819,-0.0372880771968311,-0.411541897003488,0.0145995466620685,0.0335715591090832,-0.196700527563218,0.136383837717934,-0.006807968548474,0.00676830968751181,-0.097055927980191,-0.186481482581129,-0.201275364215358,-0.290415275041516,-0.00020649038732681,0.00146070325303719,0.155810069778049,-0.165848828653673,0.435646227290384,-0.0690221423474353,2481564,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"30",30,"2020-10-17",52336377,2481564,25,0.0589165874927497,-0.188400372682581,-0.186273531260087,0.0487107720508865,-0.213863744779147,-0.029111131059932,0.0473110843603059,0.116820888545744,-0.100742526249032,0.164184451584648,0.0902022714706196,-0.0401979079214163,-0.0492284007836143,-0.102917409881668,-0.0362038488239914,-0.167829591659375,-0.154479345880206,-0.0120374988440815,0.148417381321706,0.260426966560016,-0.288998667426472,0.249371695991981,0.036956268770664,-0.270845352891757,-0.270509637282267,0.29786683939532,0.0222316083855567,-0.0144278744277732,-0.0338499280400407,0.116610559872653,0.0395726794428038,-0.28930591476859,0.0407495619221159,0.101450723176631,-0.396635341142527,0.187995756826708,-0.035748347537872,0.144881591329852,-0.0936259479737886,-0.239725345229555,-0.168242895861014,-0.264148503171905,0.104195712400184,-0.030525864145061,0.110980520407477,-0.251834355271565,0.237074647997931,0.031769778171558,2846185,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"31",31,"2020-10-24",55182562,2846185,25,0.00767230168722192,-0.0826439200401931,-0.195156745677772,0.119812296584384,-0.300964435978061,-0.113563219791275,0.100493893415902,0.138918475276069,-0.247136323816462,0.141681958951645,-0.0077061735611616,0.115090196486079,0.0457340291304664,-0.192093164671595,-0.0814099054693255,0.0244767835170435,-0.0867126783115632,-0.0289599408465676,0.00872462909885892,0.121676594849246,-0.23666528767936,0.152406490211889,0.209085667687222,-0.284827826335284,-0.258693298201842,0.25954977380663,-0.233298848601395,-0.139065775961524,0.100347786060064,0.0718795061552635,0.134388615321154,-0.247415961908837,-0.223587938651159,0.0340733265770405,-0.418612654193423,0.200740882102723,-0.138763762357618,0.0489247535400026,-0.0910732563798899,-0.059319507028434,-0.116964283590839,-0.184210808787334,0.0264252733348313,-0.133726709177709,-0.0947478913695848,-0.251413111705376,0.21394147674159,-0.0259431593995996,3469946,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"32",32,"2020-10-31",58652508,3469946,25,0.0416013291489796,0.00846353540850391,-0.226366038910226,0.0817801004062742,-0.215848181121644,-0.157558219481135,-0.0791524332392367,0.0677251778508251,-0.313074104944853,0.0775232156720814,-0.0153265639330498,0.185211482462091,0.105665650601241,-0.1089657735351,-0.12523051721256,-0.00927180022856302,0.0110511016077414,-0.153115101208794,0.0482140848455933,0.0198510721074872,0.00568194995443675,0.186018879489856,0.003049072320524,-0.194899280088793,-0.335571525825749,0.0032618854159251,-0.0934918822895674,-0.371626679413677,-0.248752800579314,-0.256534815068314,0.0781225323729888,-0.23743538232744,-0.355151346772277,-0.223921384918179,-0.53937738528252,0.0846179075121603,-0.314928150592133,0.0848584097617568,-0.122735525845182,-0.121983855223055,-0.104073107083724,0.0217340192904388,-0.13377272298925,-0.165292860917919,-0.212156003556673,-0.213506255014589,0.180570964473852,-0.0776381610827744,4323583,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"33",33,"2020-11-07",62976091,4323583,25,0.0301181388013995,-0.0579865701936691,-0.321413389574618,0.125174265067962,-0.052970646718077,-0.252744598585288,-0.115788756019392,-0.00507211480804511,-0.241820776360455,0.0625019199476123,0.0184814110254983,0.16325759604474,0.0933147901929958,-0.0625835075277385,-0.264846893205234,-0.0647558806724197,0.113348885637397,-0.0389725681277699,0.124311311065523,-0.0422245953241639,-0.0425301828439443,0.177591579325563,-0.137480854240715,-0.236188267918493,-0.255956395419241,-0.0535855503992889,0.118411439891315,-0.158079789423598,-0.239909420573789,-0.208305527913643,0.238919300636738,-0.0884299859052391,-0.324751823365732,-0.255623084504532,-0.521350138734053,0.184100783653502,-0.143589950851019,0.269959926323158,-0.110968742179704,-0.290106692331623,0.0343473257070292,0.0473892039776755,-0.11188373440093,-0.204804864448117,-0.186469116762174,-0.0464162800948509,0.235134948936059,0.0378646140822446,5986310,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"34",34,"2020-11-14",68962401,5986310,25,-0.0428585062303219,-0.0870525940668155,-0.334980025122761,0.106347497062864,0.19412513682278,-0.282623276503239,-0.0383555006725422,-0.165574095101335,-0.0974125840907611,-0.0831695542976045,-0.0522457614261276,0.189862943968896,0.144156983381491,0.0273797260711235,-0.279225799783457,-0.0885883313423208,0.105331332661764,0.0126989833971651,0.121595482961293,0.0132699204801526,-0.0502185071570404,0.12597468829795,-0.167320729973207,-0.311905178612887,0.0367295746745103,-0.0614136233858037,0.0964235525672839,-0.0245381192420465,-0.34907755026945,-0.225203624909724,0.2968788676027,-0.114891507922633,-0.247053789874154,-0.182585448420149,-0.351882554657442,0.288934813430104,-0.159718343653338,0.241946304794026,-0.147321660053658,-0.0872686557445137,0.0860731638005661,-0.0168960077070936,-0.133282577501087,-0.230819414312099,-0.0492611571096706,-0.0435617403211076,0.251247526051969,0.0842028956347022,7520456,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"35",35,"2020-11-21",76482857,7520456,25,-0.0881566954821747,-0.108297791199267,-0.168380208293417,0.159085670030325,0.224126849107618,-0.226777334939377,0.0376967892141969,-0.365535889013973,-0.00447213693489296,-0.25695834614333,-0.0245407099956605,0.0766543792456273,0.0122074416630026,-0.036015649551981,-0.203523690056681,-0.0678651709630804,0.0347004313479572,0.0512572714200556,-0.0161707549652277,-0.107645985108157,-0.0621054464101021,0.029889359949602,-0.0273340722548011,-0.218168532731405,0.0541874673847346,0.034219689402877,-0.137631038415638,0.0053078774855411,-0.369970696956976,-0.147272998356442,0.26779367538913,0.11978515987865,-0.123699034835883,-0.129985820611762,-0.269138790330269,0.348374867114629,0.0246564269224159,0.211085876250052,-0.111006654672257,-0.0826496424269569,0.132048615276728,-0.259712317375294,-0.0907704663519911,-0.259661605298069,0.00202242166890962,-0.0677581543952278,0.365489859445382,0.0460371603929743,7898137,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"36",36,"2020-11-28",84380994,7898137,25,-0.0651714360450141,-0.166005454104423,-0.11048191472741,0.241547475232415,0.206500256262624,-0.225459745095505,0.101937756317957,-0.340019202125923,0.138108519665489,-0.236668865063021,0.0852910932767809,0.0288762450842311,-0.0850487617916068,-0.232403545712455,-0.189170604380772,0.103596259170419,0.0983376766942568,-0.0432155201992923,-0.22556686314703,-0.0243383757931509,0.0902420514103977,0.0498314368754693,0.0073360745895588,-0.344771414727192,0.0762822439608621,-0.0494037936168924,-0.259569588577818,-0.0153411157542875,-0.200725706564858,0.0880129878789816,0.519450421633932,0.304675908082004,-0.0129784116028013,0.051377846826444,-0.143758145417354,0.382636653977211,0.0448948875620786,0.281874284775335,-0.0745216967165088,0.280487087318513,0.384756711356405,-0.0450638304956964,0.065686592314706,-0.32957788609083,-0.00896805562220171,-0.0734503601668883,0.206791906843775,0.104088829957193,8002864,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"37",37,"2020-12-05",92383858,8002864,25,-0.0912301406825587,-0.160606214107782,-0.284980117894087,0.269062594924508,0.119767719499279,-0.122990272565134,-0.00166384249690785,-0.320720468146152,0.237950274245296,-0.154793561967567,0.0941007349110888,-0.143781631321974,-0.111365276668326,-0.107461060176322,-0.128603522283754,0.176369801647739,0.0625808911444145,0.0193021622108495,-0.209809868053963,0.138412141011908,0.281993276177708,0.178006899757198,-0.0301969823252029,-0.328328968183304,0.192090747337111,-0.0295010038963162,0.00768085903783735,0.0416110844728877,-0.0416471441916739,0.152672465035814,0.507778429504707,0.237171063483635,-0.101327378169671,-0.0464243639743158,-0.200645376785808,0.301478420011188,-0.0880027225147666,0.202415183545535,-0.160251080256537,0.352318326490912,0.2968882330911,0.0262631520105326,0.129493656518834,-0.381202510428147,0.0242150363408141,-0.130938410012738,-0.0224524111648729,0.0936094527837705,9726392,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"38",38,"2020-12-12",102110250,9726392,25,0.153907206690586,0.135733074360558,-0.0782102090176992,0.388725149363786,-0.0492793760900116,-0.107326708263707,0.00237131522212624,-0.366716085596674,-0.158017256728027,-0.340342227281327,-0.14099043785247,-0.36962808382775,-0.132315568717716,-0.219010219509503,-0.210518749543898,0.181639306578866,0.021945884184322,-0.0474877291780728,-0.0473158002762901,0.00300256144219668,0.257048015061027,0.218678126974721,0.155346384770871,-0.0424449209197063,0.309074230947071,0.200079459664778,0.0944935548662131,0.273806310686019,0.110288474745925,-0.0225995015561394,0.329766604358396,0.241299253899955,0.151029861420714,-0.195410647913024,-0.136519125350476,-0.00554028488387852,-0.160552494295269,0.188382322043509,0.0955099181283549,0.287667335659021,-0.042620326428671,-0.0403567141541277,0.101837557222287,-0.495963219141949,-0.173283240903713,-0.248543455459739,-0.233305786413749,-0.0154739243223227,10216276,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"39",39,"2020-12-19",112326526,10216276,80,0.315182200660593,0.274769258742289,0.0703372683868204,0.334556614113262,-0.0982271026344419,-0.0132659350413292,-0.0647503061273266,-0.311958656431669,-0.203620443798521,-0.29485198216711,-0.288258122057464,-0.394245144414143,-0.130588488135918,-0.307425724151847,-0.165705792721297,0.112470298391712,0.0177706130861936,-0.0815391516627897,-0.164778714548334,-0.0651257173051014,0.108501178152369,0.0500609092174594,0.126512569340568,-0.0831935834834055,0.348843136677152,0.178480071084469,0.121172710407719,0.280166208995089,0.0177075555546028,0.0102526013715286,0.204570100012708,0.0750233260426474,0.0644767016474137,-0.293753783738536,0.105452125487208,0.184972736420414,0.185993743285575,0.354850493016598,0.27757563031363,0.0364451470189536,-0.305147237135265,-0.323775470973252,0.104146024738021,-0.467131131576499,-0.227851165489308,-0.115370365011527,-0.0925959446303816,-0.0297030217844108,9622657,1,1,1,0,"Northeast","1_1",1,0,0,0,1,0,0
"40",40,"2020-12-26",121949183,9622657,60,0.364738982846313,0.159018972552788,-0.116629480737607,0.154964239969321,-0.122360225186307,-0.0691146069422662,0.00752645675846784,-0.284427520129362,-0.187280296088464,-0.108087465924254,-0.336509322381286,-0.406819304943276,-0.0956863548139311,-0.260301976221294,-0.0588144562436259,0.199333929597544,0.0951355168351124,-0.101667570746318,-0.244443434901975,-0.197600607456936,0.0790652286955651,-0.0315648520393244,0.113822478347418,-0.107363559001536,0.341788041852926,0.00704432855298659,0.214951036050687,0.0993377201402554,-0.132490939209955,0.112989040922206,0.0331604275813618,-0.146358759366857,0.00940557012585234,-0.230432488127318,0.175881036528269,0.16155137375814,0.334361633216765,0.432694911011631,0.422370410087617,0.0862661854981127,-0.234662400415484,-0.406161274245249,0.0284455900846883,-0.324506715675963,-0.131665818971671,0.0139820350076309,-0.016452139389846,-0.173862899043378,8775338,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
"41",41,"2021-01-02",130724521,8775338,60,0.387844561486646,0.1046939699083,-0.150630756492734,0.075690274730801,-0.0965344291301376,-0.0441873558126866,0.0243158508302322,-0.240006395474549,-0.013485106001933,0.222289782003578,-0.10791122841053,-0.0992272038470418,-0.0229168556237436,-0.119622339267776,-0.105450360473498,-0.0220818898416728,-0.0625763562814142,-0.241544513345688,-0.244349699869533,-0.193428904710972,0.0693477041623003,0.00390550665371289,0.169515207332639,-0.121645042900224,0.244057415636957,0.0207366952333059,0.288813135225775,-0.0044579967959781,-0.0523473847823275,-0.0309169592584084,0.0413872786267542,-0.195497192186157,0.101483389240426,-0.192943798973207,0.0680259197846863,0.022751031760984,0.144374845881144,0.21755804474668,0.164080175524139,-0.118595464596599,-0.349547838372986,-0.53815860841449,-0.0513573319915391,-0.38408814935764,-0.319897624799221,-0.10000353665773,-0.0818486903592809,-0.328214068372867,10902236,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
"42",42,"2021-01-09",141626757,10902236,60,0.486285717140756,0.0617407555363822,0.147855798070583,-0.143909825599196,-0.0039997026794685,0.129307044695269,0.062747827175156,-0.284264905381387,-0.20922815402551,-0.412834073292507,-0.0954905032475852,-0.315476524126481,-0.29781368648008,-0.161354141374752,-0.330868248836392,-0.232611787468546,-0.171680808496785,-0.0785745499077559,-0.00907831060666997,-0.115255518039262,-0.235866153819584,-0.291474741677782,-0.204831756037605,-0.429526324465004,-0.127252781279533,-0.318926287353114,0.0904335485103264,-0.240735854492412,-0.0190939992662763,-0.323649069259165,0.291059070771798,-0.0637141692676734,-0.0461356562293157,0.296126393029231,-0.214079760980047,-0.290059642192696,-0.198962889665824,-0.536706989770826,-0.404667771931367,-0.287501133120744,0.0229410989342841,0.100930876668078,0.0162164700679493,0.229926415940773,0.393152218751891,0.0491518671915357,0.312854011668106,0.130690436641086,11284492,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
"43",43,"2021-01-16",152911249,11284492,60,0.213685486119522,0.109054682820247,-0.00919728543088964,0.150474501342914,0.107604001375776,0.0161049972821742,0.258907225179234,0.025937565671669,0.17197232641393,0.115010241526568,0.149480747106558,-0.10726859835841,-0.000611049775528018,0.206188247466733,-0.126575847879297,0.141712569811586,-0.00176809475722538,-0.0520253488662911,-0.134899043558371,-0.0770063347487923,-0.225781421896164,-0.26245944401756,-0.100986379243401,-0.458503484578699,0.00340300328756596,-0.229125348401916,0.0765221860896123,-0.274369834182822,-0.11617676864186,-0.416141965349046,-0.0381321857982163,-0.305088201712153,0.134473060702874,0.148422322339972,-0.10513833900302,-0.0900039516601907,-0.103110006741024,-0.273041954222581,-0.364214883402585,-0.304392207052167,-0.329519630267835,-0.430420735492545,-0.188478607052689,-0.208872158791665,0.0237998798777428,-0.244238861518483,0.155515616757374,-0.260154141857444,9071101,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
"44",44,"2021-01-23",161982350,9071101,60,0.367880942143194,0.175393658725616,0.115341435548447,0.183251717259971,0.198408405518803,0.169753093750434,0.0406904416267644,-0.00651321111884359,-0.0987515010376084,0.124466383555868,-0.0776855408926774,-0.157968144537844,-0.0926513365449732,-0.106060036060103,-0.329091973933198,-0.151039215923946,-0.304708005641147,-0.180978550291786,-0.114251856846758,0.0778140045633811,-0.284306272256097,-0.103859838196901,0.0220892996857892,-0.284433725769299,0.0584695301448221,-0.291327393848542,-0.0770603058861151,0.139322480117809,0.0347647125002399,-0.0355538941456116,0.186156831866412,-0.087933612750305,0.371643092741415,0.322107825837303,0.0375736883899382,0.0342655218912415,-0.113747547163909,-0.203810961656353,-0.33293215218464,-0.21880300943433,-0.423165046495185,-0.325681786886979,-0.250290420642097,-0.168662571838161,0.0905680457309202,-0.0548120105193183,0.0151442930367063,-0.166850708345442,7487919,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
"45",45,"2021-01-30",169470269,7487919,60,0.308620194925383,0.1268888563629,0.00546307001491914,0.0780644411453343,0.127142744327993,0.0947084530886626,-0.0330465651708235,-0.0186943586877871,-0.17430988767018,0.063336065738786,-0.142705686870861,-0.283036417243708,-0.0792733268406638,0.101641089671035,-0.236661763107082,0.0113405919930328,-0.134589408302009,-0.0248238743512074,0.0263956997770313,0.0542631489546213,-0.278120795524455,0.0473065828151537,-0.16167803323931,-0.389395463534707,0.175726790092608,-0.337996849385395,-0.33139556957901,-0.0876469638408597,0.225093653654716,-0.259853822451559,-0.0155384355260245,-0.130360565495788,0.400921482453888,0.28913861170206,0.0692015496111028,0.0737728423567374,-0.212947382524519,-0.225730793082262,-0.471559041170317,-0.325847270182146,-0.301710069803393,-0.211863929855462,-0.0969767773720474,0.0525794913618132,0.112977910839664,0.084849595089815,0.219998039763463,-0.207359523157391,6247286,1,2,0,1,"Northeast","1_1",1,0,0,0,1,0,0
