"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","block","wave","wave_1","wave_2","region","mhhinc_tiers","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","northeast","midwest","south"
"183",183,"2020-09-19",43593720,1806400,25,NA,NA,0.0974535111608859,-0.398718080790008,0.372403141877787,-0.225540170178682,-0.00298873241149587,0.00770956530565801,0.247745435560418,0.102796049992965,0.0366241190216739,-0.0562889826099885,0.0960021783581632,0.0911511828702535,-0.0660838771880449,0.161629902158409,0.328066672762132,-0.522151495286258,-0.0737284984209024,0.202482469469625,0.00687624217419074,0.19618869705986,0.286393483045676,0.1724127855204,0.285533045293655,-0.334828593055723,0.101593875251705,0.703945433724223,0.0119903743781107,-0.249189079321112,0.123861589431007,-0.00862083058965146,0.088902382025892,0.428015711886681,0.229191013703268,0.192885560299725,0.353098438576784,0.0443621767240256,0.0728555626630399,0.437200085849679,0.148976822257283,0.000740761344275547,-0.0616452381895367,0.217517165430914,-0.0267818606889577,-0.264327298328247,-0.250127084328834,-0.086443224751886,2021970,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"184",184,"2020-09-26",45615690,2021970,25,NA,NA,-0.0480343054591819,-0.152218831897502,-0.232177775459519,0.0685814284121736,0.129751722976547,-0.426219166863034,-0.375917310049342,-0.198889739591189,0.720067803116118,-0.600472537514131,0.387263485393497,0.591419492226767,0.263170305817972,0.151689874565311,0.50197349177388,-0.492049468382101,-0.192441711958317,0.308522919338308,-0.074880727515739,0.168528947777887,0.0177563719012428,0.15227954623718,0.0751202767000562,-0.391459933493222,0.0582965209870008,0.629426871927987,-0.0558493371363426,-0.17843949642124,0.0518278416579874,-0.0755123793121171,-0.0852214608895984,0.196818994524696,0.118311448889738,0.117567236929062,0.119681191356049,0.14934786049376,0.10424282769602,0.42696299658581,0.185130354708945,0.0438590686427042,0.0204496140144007,0.195558072837929,-0.0243910417378741,-0.299401606536798,-0.075463406053939,-0.098133918365233,2005808,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"185",185,"2020-10-03",47621498,2005808,25,NA,NA,0.309113015601154,0.171016583722758,-0.0877938959822124,-0.0496206618592153,0.0259202415027995,-0.216302381253181,-0.127697635278711,0.208414027624484,0.188568839982179,-0.915766838271912,0.318701128008857,0.52628179694059,-0.101027434225718,0.428108596187971,-0.0469512876653119,-0.288705423436399,-0.278876678386606,0.330961760725831,-0.0997452187797917,0.111562696727612,0.0104589878297989,-0.023373726985138,-0.129962972185412,-0.171678364291137,-0.215693773475518,0.659440218148946,-0.176871784190873,-0.186142085850141,0.0541718323824365,-0.283448050796128,-0.166768171878695,-0.150407316781395,0.00305823607933444,-0.0510875900607126,-0.0660556616555123,-0.0989717103342977,0.0967686137454491,0.483086828970422,0.182447037366172,0.0919915025985707,0.0531434871569851,-0.159117401817384,-0.0455526027613942,-0.274195207696801,0.0513039843072771,-0.00766609017085719,2233315,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"186",186,"2020-10-10",49854813,2233315,25,NA,NA,-0.00421929222676115,0.0826625007620877,0.21149211671326,-0.0796194579246418,-0.00778176103808148,-0.214877702841287,0.117753728462463,0.385416520475107,0.05319990980221,-0.998134029287947,0.101897934861703,0.479947272247064,0.385294878088265,-0.0954415527527253,-0.519506943110814,-0.255830383539735,-0.273162954529088,0.0765437193691234,-0.0552273263812155,0.390416303429813,-0.147070653045681,-0.209841700286304,-0.173343861118223,-0.129371913572104,-0.0677589126077934,0.490976725568036,-0.159266845490554,-0.16628279267802,0.00609845232102728,-0.395189374893183,-0.250176158104454,-0.20324796971126,-0.293127449813155,-0.13602573758573,0.0656758199766411,-0.204117822783251,0.159618032033406,0.28228605655353,-0.131624604137691,0.151834401884212,-0.0511450317609423,-0.26111275955837,-0.0551518906290119,-0.176105751098949,0.015639019478674,-0.0825218822582584,2481564,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"187",187,"2020-10-17",52336377,2481564,25,NA,NA,-0.0448040966708868,0.115525221944681,0.218558217138056,0.014079951713085,-0.317648164155601,0.116232873068052,0.319377069734656,0.482345814240654,0.283977800062768,-0.85712695179509,-0.0773700159228002,0.579632956606637,0.103287400013453,-0.319461307607054,-0.380341406115346,-0.165162875214118,-0.223297678887865,-0.101881416668963,0.1339207882255,0.387131339303122,-0.0443581956642043,-0.353966548844046,-0.235639700680357,-0.100698138635485,0.0175007836186629,0.3083858375991,-0.260409971919713,-0.13634278957298,-0.00173740777404714,-0.445881555979313,-0.0501637315113868,-0.0868969387689157,-0.0699761671480625,0.0940309724920793,0.117177831819843,-0.229737386005975,0.232952726414284,0.0870495745774013,-0.192180315958079,0.157122184998049,-0.00188454583209823,-0.228445299293646,0.0796205100261666,-0.192364149436288,-0.0571252825685664,-0.0832690190647645,2846185,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"188",188,"2020-10-24",55182562,2846185,25,NA,NA,-0.0358595259135632,0.0398213848600251,0.238428121610395,-0.151473408535786,0.0168966245642914,0.348035092988448,-0.361701054695827,-0.122308085738774,0.568033889308724,-0.958194580290587,-0.301922771144164,0.481294955706505,-0.278818590000961,-0.0949648364613553,-0.390225651093257,0.0207634477613596,-0.189486456476271,0.207818202656362,0.160911042521412,0.229200114138018,0.41801755348868,-0.472088837786595,-0.304539958432332,-0.0316506627828,0.0178295932657941,-0.00215723907337645,-0.167924964491246,0.115698092474166,-0.159951607355157,-0.522703362228976,0.194263883621518,-0.118580692847973,-0.129746384736605,0.303470651112227,-0.195283731217487,-0.0587935897062063,0.198100260386108,0.144725083513238,-0.157859358016211,-0.0579406468247963,0.0422999879437112,-0.239114085888273,0.0590442569386656,-0.348478943230286,0.0194270475247686,-0.189272024042659,3469946,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"189",189,"2020-10-31",58652508,3469946,25,NA,NA,-0.0789677077951661,0.357342015210812,0.339678208495717,-0.272500715135329,0.0997100393364918,0.123116371261006,-0.231320391522171,0.312744910308423,0.524069253363089,-0.731565611997318,-0.482156330446944,-0.0479397492037771,0.518816315741868,0.330971676770055,-0.470998457863908,0.28624933969425,-0.06740714403563,0.155675856515499,-0.151239094042826,0.176975633732473,0.164890144959343,-0.398501458519496,-0.40978075432468,-0.0848348104723609,0.205311691668326,0.324193366103219,-0.26972883031217,0.125108653123513,-0.45758961758376,-0.49137969156464,-0.0336653693791783,0.0702261238206086,-0.146626658032262,-0.0596585106586468,-0.19950429520065,-0.119341298191733,0.0782741067129952,-0.0149765938597021,-0.146944784068193,-0.179887099765204,-0.0566484434260817,0.0408579810875674,-0.0657127895809996,-0.367895082576776,0.00669004667646494,-0.204886088444459,4323583,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"190",190,"2020-11-07",62976091,4323583,25,NA,NA,0.267214853198168,0.239007899995827,-0.605512718081098,0.0167791246424649,-0.0992705379986472,0.383140333121897,0.698709134664879,0.577816706438708,0.208506919870373,-0.612049721732084,-0.354346542265731,-0.208455085944127,0.602928329446619,0.498940700004104,-0.539821620974068,0.22486324744548,0.0658618929628239,-0.129475783993293,-0.301038454063861,0.00960525942223659,0.22745107900681,-0.30983332281,-0.279946693178182,-0.135881712876117,0.245047652695607,0.457872677140208,-0.160764082833404,0.323904341814379,-0.318671543898443,-0.366157229571988,-0.0962647402557068,0.129335277565017,-0.17084127961038,-0.043135282819915,-0.088702135463964,-0.108794872236127,-0.0296077869231419,-0.110551348834941,-0.0364896732532778,-0.116086783623105,0.00579142535185331,0.166262400543292,-0.0391767423124389,-0.364522784341311,0.0889993207609203,-0.221420167788372,5986310,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"191",191,"2020-11-14",68962401,5986310,25,NA,NA,0.397551658721411,0.21581102357719,-0.714804176758955,-0.0753625713257771,-0.231532879482061,0.206086226825963,0.809419934474124,0.622276830261006,0.00362026419857211,-0.0959709768782531,-0.297579694960652,-0.0866119488574679,0.36112043941745,0.46769513212432,-0.294475373501463,-0.140898115587334,-0.103624126103104,-0.142622714415223,-0.201390120580337,-0.00450335105612913,0.200427019588547,-0.288926025211033,-0.0190328317218747,-0.146058321731132,0.647634060183506,0.102988287184735,0.0849838479612733,0.17522390993481,-0.0944761246357941,-0.0910609418052671,-0.0539375053510209,-0.0320910809870738,-0.161649169328791,-0.0641181401935292,0.0102389775711402,0.0372257198373534,-0.123240960667464,-0.151707357002702,0.0580383883915063,0.0347604016485061,0.0112376683022971,0.164825701723711,-0.0842515650677982,-0.35171848423894,0.0286139380482303,-0.240410203023131,7520456,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"192",192,"2020-11-21",76482857,7520456,25,NA,NA,-0.658807030037925,-0.0377863878147322,0.182518442155193,-0.295592374503593,-0.0842815551677142,0.023892204078869,-0.0507163647382089,0.279751905032745,0.454842135079844,0.360118343502591,-0.06579761464861,-0.130500321685314,-0.085280861726825,0.474455946123526,0.290328609966071,-0.208579772052564,-0.328425237203734,0.184080938014337,-0.0400726916379382,0.152603845392531,-0.276496921546038,0.152518864034024,0.15463883270893,0.0210320997923692,0.40684346435386,-0.110294029916193,0.0419663405782407,-0.0314268020769084,-0.197000614377414,-0.0260258986162502,-0.0285439043058299,-0.113407908169399,-0.326914238810818,0.0142784857237179,0.116677887919578,0.107457210351443,-0.186380242191295,-0.0457242883935346,0.0431253076027248,0.0962062266039501,-0.0256144527252487,0.170409490321662,-0.10611005994305,-0.316323332171914,-0.0138734216618007,-0.131687846670973,7898137,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"193",193,"2020-11-28",84380994,7898137,25,NA,NA,0.374570128735046,0.0432442804769375,0.511661284167071,-0.105204736248419,-0.0565179097640976,-0.135881553093998,-0.458694205852341,0.219748085470608,0.435017435424007,0.783486453146378,0.290963156567122,-0.087408261901664,-0.0314056571692227,-0.067308061007901,0.587784751051835,-0.16296391976478,-0.131183414257752,0.284910939228178,0.348646045588915,0.121640991349247,-0.148932572053824,-0.0535142903087926,0.137063813134325,-0.0479062945216598,0.225424964639852,-0.0657369276752024,0.0488758513757985,-0.353961272419199,-0.342424934100955,0.0272802196579875,0.206578216645669,-0.163529751742948,-0.203528187916297,-0.327695329956623,0.0852825843163874,-0.0134046524942763,0.12137026423112,0.131573664680009,0.0965551748249972,-0.0628845868204286,-0.0845830352535017,0.0878266849849573,-0.0901505583267729,-0.220839252332731,-0.0456279602038958,-0.0846054907112905,8002864,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"194",194,"2020-12-05",92383858,8002864,25,NA,NA,0.747886292169107,0.281313328234623,0.416540019088042,-0.138965892740737,-0.0814893806587293,-0.188922837461039,-0.685815249837352,0.152311604981817,0.206164950352006,0.403297962967087,0.508626656554671,0.260463492273489,0.0292179405500862,-0.174139344893554,0.585122067614225,-0.0976404557560134,-0.0433844767413482,0.208671048156104,0.27332196848839,0.0332002223704025,-0.390397861197992,-0.220715016202877,-0.0703647336132118,-0.170100295584337,-0.0440792704400253,-0.191927898891346,0.0568167455805115,-0.40436577496952,-0.210871813335882,0.0110091630033947,0.37530644201038,0.0393988698483686,0.000484963643169668,-0.142803681026697,0.112801194007339,-0.0797871963921463,0.227380409987176,0.277811754620322,0.138297442749024,-0.0637084620299426,-0.00171270482379844,0.122227625062509,0.188649150810822,-0.0594434315163722,-0.0756071454077607,-0.27999676625125,9726392,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"195",195,"2020-12-12",102110250,9726392,25,NA,NA,0.97752473536616,0.375493780664489,0.495423246139913,0.130272671609844,-0.115069742969905,-0.193950092722407,-0.522905861819632,0.254090905413454,0.24600032252558,0.392219546910525,0.222557175113041,0.304727319085134,0.104513820232058,-0.193890484761882,0.194340732392658,-0.163536909376333,0.260460391798686,0.201415915833172,0.0728360695423425,-0.0622673965852761,-0.28375850665216,-0.251566684513312,-0.117985623870946,-0.159886255196038,-0.300171856256271,-0.372246886361182,-0.281379860303138,-0.537184973021929,-0.440332364306988,-0.451984250793441,0.262710560094066,-0.143803475182068,0.096012013132426,0.152468745881154,0.142514966355957,-0.188899750300845,0.408538736755819,0.446947567596129,0.287192771877816,-0.0528835389951506,0.351023376687951,0.131390677826298,0.336737874521587,0.309361362997999,-0.0758893208571175,-0.225876927460615,10216276,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"196",196,"2020-12-19",112326526,10216276,25,NA,NA,0.977928099668516,0.455263544608441,0.586570900242617,-0.138303837731168,-0.144297165640756,-0.0742731138933827,-0.195251606184391,0.350041640805163,0.463443190208906,0.560446343707113,0.064589745340721,0.0532282529981637,0.0701366219449583,-0.188811851306297,0.0634951630364764,-0.275015713618926,0.240971512218673,-0.113258434129622,-0.0319232511211605,-0.179236980418403,-0.414860910555723,-0.456634115710481,-0.351667175545534,-0.673832177825346,-0.492043700513378,-0.297400632999362,-0.242837246197489,-0.559764300106028,-0.431878262017559,-0.405192884579836,0.467761371165862,-0.0471930572797767,0.0307452348286638,0.257243653041466,0.250192491908239,-0.302809289245657,0.458240921231264,0.326357590108036,0.336792761682844,0.07444667228282,0.327646813836656,0.232220079236734,0.408742028533058,0.27129416179965,-0.111309297228283,-0.05632760513358,9622657,2,1,1,0,"Northeast","1_2",0,1,0,0,1,0,0
"197",197,"2020-12-26",121949183,9622657,25,NA,NA,0.938719762370511,0.234847829066752,0.425456451118703,-0.16968227301813,-0.261137773360554,0.124210850284693,0.0914807726173859,0.14589221266517,0.277566350201623,0.145058658005505,0.0744238792633917,0.05534452759128,0.185465585789987,-0.35424902682252,-0.0997874473984848,-0.308260279153511,0.222122269312539,-0.0233470190606939,-0.00755659376117453,-0.148419726987617,-0.540161132974482,-0.467654390448109,-0.469128167747442,-0.743951356660052,-0.293465416542434,-0.0645551640087964,-0.110944585092794,-0.365952926668817,-0.185035125638572,-0.173182182752046,0.485859256557675,0.154416595609537,0.136648125717802,0.152291664382724,0.253392145157597,-0.300865317881629,0.34823379300794,0.119557031765966,0.189591311148017,0.10504266257215,0.113514666599401,0.194183856034133,0.335434802488406,0.0493759963976253,0.0266353886381208,-0.10313125008437,8775338,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"198",198,"2021-01-02",130724521,8775338,25,NA,NA,0.981521827136773,0.305010136213249,0.758391183918616,0.582966328671042,-0.0547745349711239,0.254883013934251,-0.447766829048629,-0.337950736205097,-0.420354096732583,-0.160565577126837,-0.128500813956732,-0.232929812224891,-0.0368149590033387,0.158896717703356,-0.120301957969346,-0.655142484954761,0.0279133404205938,-0.0794301386508435,0.334912121193221,0.016315335969811,-0.367415787093014,0.160117818397638,0.321826529369934,-0.462480778292022,0.101523388291214,0.159511830817818,-0.1058331034254,-0.419782352561133,-0.242977269304277,0.104188989344906,0.337138208295489,-0.00823059304587773,0.197096176691942,-0.160896882133907,0.0168051715380015,-0.124749091312307,0.173759774183319,-0.13495405839403,0.232359626697643,0.200457162421183,-0.00414737897048955,-0.00207286923557435,0.181873562753791,-0.155488276823571,0.017870025554763,-0.231961524899258,10902236,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"199",199,"2021-01-09",141626757,10902236,25,NA,NA,-0.940078458436942,0.249387993231985,0.253121851369067,0.626918241994318,-0.0337011063370563,-0.00415134700152768,-0.597543170280858,-0.321236975192193,-0.137089311227617,-0.336306050249505,0.172886695213878,0.593236775017915,0.363199327242678,0.409887367665649,0.194078110504057,-0.0707634528550792,0.348431956874032,-0.246163681349029,-0.0709561515671768,-0.222144092080287,0.00585333921761997,-0.245121368044091,-0.694688614494146,-0.165956636673939,-0.413114538845474,0.0745782784653896,-0.224748774724892,0.131332442516059,-0.264543656115643,0.515897165657917,0.365880181159509,0.367961283507428,-0.0835299821069722,-0.180109441919004,-0.242745022779161,-0.171473762681842,0.212736456872048,0.0533903144132283,-0.319301637639056,-0.241045922955684,0.111872466407106,-0.184293498503465,-0.240429821058562,-0.0395690750739789,0.0280202026466924,-0.037403912078217,11284492,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"200",200,"2021-01-16",152911249,11284492,25,NA,NA,-0.936423327401543,-0.0670459823626073,0.0808309644294609,0.737071904393417,0.228815385278793,-0.0514898867810506,-0.716841714784597,0.254902960255808,0.173383200754356,0.346253855965746,-0.143198965339916,0.504162590990069,0.141645730103594,0.291640757819543,-0.0553020740275305,0.264096380624227,0.526691814587925,-0.244712155137314,0.358887089013857,-0.195307081917502,0.316003032675315,0.033928153976465,-0.550971341495803,-0.125246558369964,-0.625758815792098,0.362151702449722,-0.0613185766607588,0.0822073890014784,-0.259830716892288,0.495723621984318,0.328067047076204,0.0709768834405838,0.0237274540928696,-0.236879375503396,-0.206021133153894,-0.0336513484422936,0.188236607946294,0.0277672013420775,-0.098938957360283,-0.0833474774975516,0.039255833171959,-0.182792224310442,-0.120883478717477,-0.0654931481072939,0.0561986619020802,-0.221222847335002,9071101,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"201",201,"2021-01-23",161982350,9071101,25,NA,NA,-0.997466828287054,0.118642187251364,0.283770482282305,0.682279926764049,0.359427877982586,0.103079187155558,-0.537043245393257,0.183709058672353,0.104785191605117,0.465850112892093,-0.115926287954047,0.201648088322557,0.144398223627276,0.353321069313435,0.138361380838882,0.268880004597115,0.324897826740602,-0.115666518885161,0.300343790037252,-0.120957102588235,0.113528470257695,0.0142680157421505,-0.564263549316822,-0.0847056311699031,-0.83349654289581,-0.450328292024075,-0.14317768408727,-0.435822066808984,-0.320674913171898,0.541872011205641,0.0900654410518354,0.0446596317909696,-0.173154610036019,-0.228595076411841,-0.244741559096695,-0.14450129192179,0.0564456300201837,-0.0531448177504108,-0.0722059832622853,-0.156037640955008,0.0419598195895176,-0.171071772721615,0.00275283666466887,-0.0528127298032954,-0.031343970390847,-0.0116750925734292,7487919,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"202",202,"2021-01-30",169470269,7487919,25,NA,NA,-0.91406900195606,0.183889869026672,0.190979120304199,0.651603415683284,0.333513147203568,0.183745293780539,-0.301042268051998,0.401889823386464,0.125743277443788,0.0961332804383183,0.0288021369101864,-0.0952427374730253,0.135227581750097,0.167412358301193,0.0263288801130554,0.231864948884727,0.269880636832075,-0.0293886090512816,0.183472678032413,-0.402914952250062,-0.211520054936186,-0.200533939820067,-0.336587556398704,0.185378476659507,-0.616484743803231,-0.258263862687803,-0.168345526889655,-0.54297980344348,-0.365894161012753,0.381054255253636,0.0148312959417235,0.034651253216118,-0.165398931371605,-0.187191921586021,-0.00342501396321446,-0.0675567853409328,0.131125869085448,0.0216159791928761,-0.0542817131196102,-0.24716752161269,0.129553363149162,-0.154285155113106,0.0104522663775541,0.0412553994276309,-0.142659443466009,0.090739475445367,6247286,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"203",203,"2021-02-06",175717555,6247286,25,NA,NA,-0.763975475209128,0.140871866655056,0.047641707633448,0.626684390705155,0.27127574885452,0.196315612984771,-0.444199698778465,0.398414571708965,0.0231909683953242,-0.453376458137345,-0.128773275302974,-0.302858148871723,0.00509198008655146,-0.0605221136300126,0.0131501719058153,0.397834820958133,0.206036080056087,0.118792792334711,-0.0166316276585165,-0.565719843759611,-0.513758633940509,-0.0976064434904595,0.461514622227519,0.555519719166387,0.145432930154821,-0.249478835435316,-0.0623517217496386,-0.524696347894807,-0.180733579033672,0.296170086595929,-0.193398923085009,-0.15268927509609,0.0255668250156938,-0.240734831645705,0.29777510340681,-0.0877173113852447,0.0252048136134964,-0.0724494600083899,-0.0259571389835403,-0.0560118240571501,0.0944814616307931,-0.0986087359171679,0.0348664891122464,0.110150996365577,-0.061907256544916,0.158447038886277,4798296,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"204",204,"2021-02-13",180515851,4798296,25,NA,NA,-0.61193631466972,0.212693928854368,-0.11746572932139,0.438869357892754,0.159167801222054,0.411013761147347,-0.122237904733197,0.587331158952632,0.0816650803659188,-0.351802993755416,-0.00253599460495131,-0.34462592855845,-0.299640725861488,-0.363859743683008,-0.105606799854871,0.260344300024455,0.255775480336313,-0.0489797163682544,-0.198128439234876,-0.462309699108163,-0.309020253151055,-0.236671170508292,-0.151166030447567,0.19226112031379,-0.0963838961449719,-0.601469164524654,-0.533694390543147,-0.687014918436004,-0.18459322650037,0.40593547878529,0.125787357243879,0.138647452156388,-0.0489728910196482,-0.065020832944461,0.2964445887365,0.0739693680395985,0.0325016701202619,-0.167586252480664,-0.13886305683259,-0.169850932182886,0.182107471993067,-0.0929454986982222,0.20464151728436,0.194256983788355,0.0867627276752864,0.0961952284915297,3540351,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"205",205,"2021-02-20",184056202,3540351,25,NA,NA,-0.454633246083601,0.207284772685127,-0.136770461824282,0.489341494015918,0.0243858036293083,0.498471127260147,-0.246233711876713,0.754286723424732,-0.0293105295515703,-0.650029368855005,-0.0132350494971486,-0.623124036717906,-0.312140445920267,-0.46514929107724,-0.00615467697790226,0.10638050636109,0.121135520675107,0.172651317372822,-0.000954657930810387,-0.255052765290034,0.0635318940344111,0.0211471977220599,0.084808447213819,0.382462386507356,0.000731582003941567,-0.532778748947375,-0.591642800521363,-0.806245337330217,-0.147721941737324,0.305971290493434,0.241322869618219,0.200512027617927,-0.106200870946284,-0.136037162342847,0.227964362828251,0.00663444631048548,0.0383691617315178,-0.115767279428303,-0.31887646821749,-0.172680465491892,0.0209723015491039,-0.16607671542389,0.212464729603426,0.162346329039815,0.103961611820411,0.209113257050019,3041431,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"206",206,"2021-02-27",187097633,3041431,25,NA,NA,-0.473766022472809,0.346275577666282,-0.0038471764788223,0.493588932736332,-0.166576170076669,0.324222708208666,-0.0706539489105191,0.666054686090675,0.010140077774629,-0.171682178109262,-0.060606722918202,-0.506230655500083,-0.186373390667373,-0.349906170396865,-0.241919482885813,-0.164846529587952,0.0547344837873989,0.0249334395903895,-0.0463676536899936,-0.179488941239424,0.096960332213317,-0.0875798834956824,0.107034239790008,0.16131863612556,-0.191643497162158,-0.605521526070765,-0.410650481599746,-0.638071730953672,-0.184911214895522,0.311372385252959,-0.0523847932457437,0.214359873692951,-0.225129910777532,-0.175325520875694,-0.0832403231070486,-0.168823607184288,-0.0362778463834439,-0.185690690513194,-0.323584074083777,-0.138176970385317,-0.00290815360694527,-0.184941663367397,0.190191377208576,0.200385900647214,0.233753411037504,0.271257024268255,2855805,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"207",207,"2021-03-06",189953438,2855805,25,NA,NA,-0.447718831096495,0.399965136213662,-0.12227493357242,0.393947154080474,-0.2868529176612,0.314156576136276,0.0407205395107095,0.636610951885307,0.197406219071506,-0.231120852516092,-0.138967528382729,-0.543537167417103,-0.0805497785002549,-0.277381084998563,-0.289159813748686,-0.200887412184279,0.178924290142083,0.208484028453583,0.0249899694075701,-0.119575357357083,0.224906796001593,-0.145917968980888,0.595397502873121,0.402887236313738,0.122120602804736,-0.487156324056933,-0.453645708889503,-0.718247353296012,-0.258997709956023,-0.287335077247917,-0.225800624975555,0.0195506894984433,-0.140273164391918,0.0314163314157007,-0.0242820186593342,0.0275276770641079,0.00708770579196453,-0.120969791637415,-0.224353065583989,-0.146333026958981,0.00369476353552382,-0.203117822705616,0.223281143933876,0.210538327075529,0.228232471983858,0.320864253971985,2704312,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"208",208,"2021-03-13",192657750,2704312,25,NA,NA,-0.55157584182281,0.350866802634313,-0.0710228889689537,0.364443272330432,-0.151782977253837,0.339360026016105,0.148037242162628,0.626032332872041,-0.089671266272821,-0.165125028244679,-0.237565074255987,-0.642770322445017,-0.325126326632637,-0.308146809660081,-0.114289217414679,-0.153162344173426,0.198613655790854,0.235578190578942,0.0259404583877781,-0.165414610919465,0.405682911960964,-0.114257065240838,0.730611821049017,0.403053768276361,0.378595083885513,-0.265637267164378,-0.396901189793561,-0.559612442662973,-0.251836251259589,-0.500674051871591,-0.162092342272204,-0.229106328226143,-0.450820432723554,-0.337660274659486,-0.0949061850767149,-0.356766813227637,-0.0522338939801218,-0.0218007726954939,-0.0318585749765136,0.0512911849933822,0.035025216418554,-0.191053880583644,0.259782667975218,0.0607234183619441,0.253516331688631,0.295872336858171,2455083,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"209",209,"2021-03-20",195112833,2455083,25,NA,NA,-0.906070705690849,0.324372794957958,0.130673572851201,0.403022975983193,-0.0526820065231986,0.378573735214293,-0.115805647640517,0.329228982090023,-0.215149827350556,-0.0379671830132649,-0.388926117671528,-0.585526779445136,-0.300326405821985,-0.389815939511299,-0.0762548481810574,-0.191036792884001,0.0820648995702606,0.197587401276976,0.052555935897388,-0.120519628360363,0.219165463445061,-0.142526434621507,0.655416010358733,-0.0287734245572364,0.214462930481097,0.026315210750202,-0.00401676133784484,-0.218317284693302,-0.306548543222812,-0.615845937107983,-0.370264545181054,-0.3347119207383,-0.662743160587887,-0.161460351870852,-0.280940809358813,-0.401870243458723,-0.330267459929588,0.00855232276412428,0.307387068848649,0.258299919774543,0.206331561778609,-0.0269297472839396,0.441229184361584,-0.0311248116330546,0.340026346560615,0.225033550619829,2521799,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"210",210,"2021-03-27",197634632,2521799,25,NA,NA,-0.878896589929279,0.373068746311171,0.157880445110994,0.445359744678878,-0.00863190699430486,0.449059155468588,-0.673853634530177,0.355450133718567,-0.151756813463693,-0.108451552473079,-0.305142807753491,-0.513406723719704,-0.125718783655959,-0.202068995704856,0.112423808667693,-0.262950650249526,0.184976315346909,0.158265932555402,0.198505075555815,0.094332051714032,0.044369346022652,-0.144744347558767,-0.24109367939006,-0.364519678934534,-0.437655934800433,-0.122309323929146,-0.267464619647503,-0.436811908521285,-0.344568300758988,-0.618234508119461,-0.199939483624297,-0.214008840559401,-0.513945760195971,0.00111855414821675,-0.174720423563102,-0.188844410304489,-0.269947572605194,0.150000476442357,0.382051647642685,0.318903456777495,0.255580110963262,0.117359143231722,0.233877852157624,-0.03040663707799,0.343636449296255,0.302868662416028,2819558,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
"211",211,"2021-04-03",200454190,2819558,25,NA,NA,-0.826002244162017,0.460150660875578,0.179286814367888,0.382300666940686,-0.0369716450616984,0.595021222383592,-0.124226159922159,0.400198442938993,-0.0480207481949897,-0.666922425282299,-0.254288466066691,-0.488074093757393,-0.116230139453252,-0.149314500800634,0.228697859956439,-0.393230324015672,0.281134122051097,0.235357587492476,0.226771965816338,0.147605372639261,0.112786437060551,-0.0972929178434305,-0.120549953341027,-0.380310462891136,-0.404782923488526,-0.101655207747474,-0.371841229541338,-0.409019757856076,-0.294289776917332,-0.604583544906528,-0.227171181434883,-0.218553902687157,-0.524055263755415,0.0280588561085536,-0.181413458475641,-0.115456359165438,-0.14774343792797,0.25600316217193,0.337519835078007,0.345735481242073,0.297290421232047,0.159309959325149,0.0594217290039385,0.0350870103611508,0.414136249715255,0.27917772423828,2926940,2,2,0,1,"Northeast","1_2",0,1,0,0,1,0,0
